"Gemeindenr"	"gini_steink.2001"	"median_steink.2001"	"primary.2001"	"secondary.2001"	"tertiary.2001"	"tert.2001"	"sek.2001"	"prim.2001"	"rank_median.2001"	"rank_gini.2001"	"gini_steink.2005"	"median_steink.2005"	"primary.2005"	"secondary.2005"	"tertiary.2005"	"tert.2005"	"sek.2005"	"prim.2005"	"rank_median.2005"	"rank_gini.2005"	"gini_steink.2008"	"median_steink.2008"	"primary.2008"	"secondary.2008"	"tertiary.2008"	"tert.2008"	"sek.2008"	"prim.2008"	"rank_median.2008"	"rank_gini.2008"	"gini_steink.1971"	"median_steink.1971"	"primary.1971"	"secondary.1971"	"tertiary.1971"	"tert.1971"	"sek.1971"	"prim.1971"	"rank_median.1971"	"rank_gini.1971"	"gini_steink.1981"	"median_steink.1981"	"primary.1981"	"secondary.1981"	"tertiary.1981"	"tert.1981"	"sek.1981"	"prim.1981"	"rank_median.1981"	"rank_gini.1981"	"gini_steink.1995"	"median_steink.1995"	"primary.1995"	"secondary.1995"	"tertiary.1995"	"tert.1995"	"sek.1995"	"prim.1995"	"rank_median.1995"	"rank_gini.1995"	"diff_gini"	"diff_median"	"diff_primary"	"diff_secondary"	"diff_tertiary"
3111	0.310999989509583	46550	0.188513875485312	0.539220947409166	0.272265177105522	141.849032	280.931885	98.21495	975.5	1127.5	0.342000007629395	47100	0.168929072937144	0.56134759083766	0.269723336225195	132.756471	276.292464	83.146041	1109.5	1912	0.354999989271164	48700	0.155685295036011	0.548375912453161	0.295938792510828	154.82857	286.898036	81.451071	1067.5	1971	0.234999999403954	15300							798	771	0.308999985456467	24050							988.5	1240.5	0.312000006437302	42600	0.259616878212046	0.420792647816816	0.319590473971138	130.441688	171.74762	105.963308	1491	1340	730.5	79	-0.103931583176035	0.127583264636345	-0.0236516814603102
3201	0.308999985456467	49100	0.470196308615802	0.144974183932272	0.384829507451926	96.014904	36.171037	117.313908	1318.5	1090	0.314999997615814	49700	0.458197086857182	0.184507229674267	0.357295683468551	83.104864	42.915291	106.573934	1518.5	1362.5	0.32600000500679	47700	0.407451474901188	0.249110607776059	0.343437917322753	83.881506	60.842941	99.51622	906	1562	0.331000000238419	16400							1370	2092.5	0.293999999761581	23600							878	876.5	0.317999988794327	41700	0.486343573333762	0.195715636967977	0.317940789698261	76.421547	47.04301	116.899528	1325	1499	685.5	28	-0.0788920984325732	0.0533949708080817	0.0254971276244915
3202	0.30799999833107	46100	0.367067205887339	0.245230084644998	0.387702709467663	128.537982	81.302966	121.696539	911.5	1068.5	0.284000009298325	47000	0.382820002513388	0.25295414878954	0.364225848697072	108.135045	75.09958	113.655465	1095	542	0.303999990224838	47900	0.316793154003446	0.338544330231827	0.344662515764727	121.037884	118.889312	111.250778	945	1065	0.270999997854233	15250							773.5	1280.5	0.308999985456467	24400							1066	1240.5	0.284000009298325	45400	0.492457683286948	0.219728770849775	0.287813545863277	92.71023	70.778826	158.630008	1957.5	569	-175.5	-121	-0.175664529283502	0.118815559382052	0.0568489699014499
3203	0.363000005483627	47900	0.00474170006948022	0.205928831368329	0.789329468562191	39100.081454	10200.853257	234.883995	1158.5	1774	0.361000001430511	48000	0.00309876759850223	0.204558071626886	0.792343160774612	39356.872091	10160.70594	153.92043	1246.5	2135.5	0.356000006198883	49800	0.00221966145813584	0.207001510047946	0.790778828493918	42582.519863	11146.790475	119.526187	1256	1984.5	0.358999997377396	18100							2158	2345.5	0.388000011444092	28200							2044.5	2429	0.358999997377396	44400	0.00405815192418494	0.257001656191585	0.73894019188423	35431.540384	12323.006192	194.58486	1804	2264	-444.5	-788.5	-0.0018384904660491	-0.050000146143639	0.0518386366096881
3204	0.324000000953674	49700	0.0403209617617467	0.389396305791798	0.570282732446456	1261.53275	861.390613	89.194729	1394	1345.5	0.321000009775162	50500	0.0345113279932113	0.389513977167858	0.575974694838931	1381.698073	934.399925	82.788768	1628	1509.5	0.321000009775162	51150	0.0268199992541913	0.390183785028601	0.582996215717207	1580.199918	1057.58557	72.695087	1470	1462	0.29899999499321	19300							2500	1672.5	0.331000000238419	30800							2484.5	1715	0.324000000953674	47300	0.0549998289854809	0.445740230047649	0.49925994096687	1131.588983	1010.284808	124.658911	2202	1657	-253	-968.45	-0.0281798297312896	-0.0555564450190477	0.0837362747503375
3211	0.324999988079071	55100	0.389457474768563	0.134706230751547	0.475836294479891	57.447171	16.262929	47.018755	1788.5	1363.5	0.314000010490417	55500	0.308980594604749	0.234123956797192	0.456895448598059	67.104696	34.386022	45.380292	2196.5	1341.5	0.342999994754791	56400	0.320155048725573	0.265005612459239	0.414839338815188	55.920749	35.723016	43.157214	2072.5	1831.5	0.330000013113022	17200							1761.5	2079	0.331999987363815	26750							1691	1734.5	0.319000005722046	50300	0.404348648543921	0.0589614038986595	0.53668994755742	66.536864	7.30982	50.129672	2487.5	1522.5	97	381.5	-0.0841935998183473	0.191863911688138	-0.121850608742232
3212	0.365000009536743	52900	0.241912033791461	0.182265022802729	0.57582294340581	154.046274	48.76021	64.717198	1658	1783.5	0.356000006198883	54500	0.225952149121064	0.1660582721782	0.607989578700736	154.284083	42.139124	57.337858	2090.5	2076	0.347000002861023	53800	0.219402938693994	0.161961975959925	0.618635085346081	151.438566	39.647427	53.708668	1805.5	1875.5	0.252000004053116	15800							1063	1016	0.363000005483627	29600							2316.5	2209	0.36599999666214	48600	0.272163139049941	0.228130244564271	0.499706616385788	148.557755	67.820829	80.911366	2337	2331	-333.5	-511	-0.0527602003559471	-0.0661682686043463	0.118928468960293
3213	0.372999995946884	49950	0.00787188349849501	0.477591729531614	0.514536386969891	1789.207151	1660.738792	27.37305	1416.5	1819	0.328999996185303	50100	0.00839122571247316	0.602776784051113	0.388831990236414	1324.892292	2053.880172	28.591964	1567	1679.5	0.328000009059906	50800	0.00808990043496228	0.609605717839993	0.382304381725045	1352.364002	2156.420035	28.617224	1417.5	1596	0.324999988079071	18100							2158	2026	0.33899998664856	29150							2234.5	1862.5	0.337999999523163	46100	0.00978731296877862	0.498713307580158	0.491499379451064	1612.612585	1636.281529	32.112236	2058	1957.5	-266.5	-817	-0.00169741253381635	0.110892410259835	-0.109194997726019
3214	0.412000000476837	62800	0.116627873468023	0.418030913986497	0.465341212545481	366.978079	329.668161	91.975247	2001.5	1951.5	0.421000003814697	65100	0.0994671712766241	0.478029357386674	0.422503471336702	371.529349	420.356158	87.466674	2596	2484	0.451999992132187	67200	0.0855299019185216	0.48387086427702	0.430599233804458	419.132514	470.985538	83.252268	2539	2489	0.488999992609024	17900							2078	2808	0.437000006437302	30900							2495.5	2655	0.407999992370605	55100	0.135801971061059	0.40177703999641	0.462420988942531	314.034137	272.850301	92.224306	2709.5	2598.5	-166	43.5	-0.0502720691425372	0.0820938242806101	-0.0318217551380729
3215	0.303000003099442	42700	0.00897032409224515	0.321650629468262	0.669379046439493	2757.712109	1325.138336	36.955999	512.5	970	0.305000007152557	42700	6.93707375264939e-05	0.301755090387249	0.698175538875225	2551.166884	1102.627564	0.253484	506.5	1087	0.300999999046326	43400	0	0.319227773548587	0.680772226451413	2575.441674	1207.676341	0	406	989	0.305000007152557	17400							1852.5	1752.5	0.321999996900558	26700							1672.5	1537.5	0.31700000166893	41300	0.00499118663869168	0.366913486651805	0.628095326709504	2979.681661	1740.63608	23.678169	1247	1476.5	-548.5	-968.45	-0.00499118663869168	-0.0476857131032175	0.0526768997419091
3216	0.331000000238419	50150	0.0284606927140106	0.430718370677568	0.540820936608422	697.740365	555.691492	36.718575	1442	1441.5	0.345999985933304	50200	0.0316952410227051	0.280153370315431	0.688151388661864	774.781401	315.421322	35.685292	1581	1967.5	0.344999998807907	51100	0.0276342886101206	0.408932824833447	0.563432886556433	685.461633	497.499824	33.619345	1460.5	1855.5	0.354000002145767	18200							2192.5	2293	0.314000010490417	29500							2298	1370.5	0.319999992847443	47000	0.02964982629118	0.502342645677383	0.468007528031437	657.663216	705.91232	41.665142	2171	1547	485	-837.5	-0.00201553768105938	-0.0934098208439368	0.0954253585249962
3217	0.287999987602234	48500	0.0321245232944101	0.805419635134198	0.162455841571391	252.280578	1250.750537	49.886746	1230	629.5	0.303999990224838	50000	0.0292338782065651	0.79563436976079	0.175131752032645	267.444391	1215.016392	44.643171	1553	1061.5	0.29899999499321	50700	0.0295270799175752	0.813134618808014	0.15733830127441	279.24037	1443.132473	52.403977	1399.5	928.5	0.263999998569489	17800							2032.5	1175.5	0.282000005245209	28500							2125.5	630	0.293999999761581	45600	0.0354666315059549	0.668603157754629	0.295930210739416	421.624121	952.586821	50.53079	1984	816.5	298.5	-726	-0.00593955158837971	0.144531461053385	-0.138591909465005
3218	0.374000012874603	54700	0.0208200254601118	0.587056006205595	0.392123968334293	225.265452	337.249052	11.960586	1773	1823	0.337999999523163	54300	0.0248271198228075	0.512312933941664	0.462859946235529	251.204609	278.043869	13.474242	2075	1842.5	0.356000006198883	57350	0.0322473695891953	0.523465818572385	0.44428681183842	258.43037	304.48679	18.757477	2150	1984.5	0.319999992847443	17700							1990.5	1957.5	0.314999997615814	31100							2516	1394.5	0.335999995470047	53300	0.0344422051649778	0.558865588171259	0.406692206663763	196.387984	269.871132	16.631829	2651	1919.5	590	-366	-0.0021948355757825	-0.0353997695988737	0.0375946051746561
3219	0.305999994277954	51050	0.292895880436758	0.4741423025261	0.232961817037142	40.468197	82.364073	50.879446	1522	1031.5	0.314999997615814	54450	0.267239511560854	0.410683105816944	0.322077382622202	58.716305	74.869568	48.719089	2086	1362.5	0.33500000834465	53850	0.236585697975474	0.420976460319921	0.342437841704605	63.500782	78.064779	43.871836	1814.5	1707	0.268999993801117	16600							1472	1254	0.331000000238419	25500							1341.5	1715	0.296000003814697	45350	0.342243216954203	0.285783538055892	0.371973244989905	62.354343	47.906254	57.370661	1948.5	861.5	-8	473	-0.105657518978729	0.13519292226403	-0.0295354032853001
3231	0.317999988794327	48300	0.00559592769336889	0.526972622111497	0.467431450195134	1826.647646	2059.325061	21.867994	1206.5	1243.5	0.314000010490417	48900	0.00679842989719455	0.560751783176638	0.432449786926168	1651.47588	2141.446412	25.96242	1393	1341.5	0.32600000500679	50700	0.00522962732202357	0.561695767744854	0.433074604933122	1809.295273	2346.647635	21.848291	1399.5	1562	0.326999992132187	17900							2078	2042	0.351999998092651	29100							2226.5	2054	0.31700000166893	44500	0.00910774716095766	0.495912734586154	0.494979518252888	1771.958533	1775.299319	32.604481	1819.5	1476.5	-492	-827	-0.00387811983893409	0.0657830331586999	-0.0619049133197659
3232	0.382999986410141	49700	0.0195740720180851	0.775247083155805	0.20517884482611	571.480037	2159.278322	54.519224	1394	1857	0.372999995946884	50600	0.0165161852604612	0.754849071046555	0.228634743692983	696.386236	2299.154078	50.305758	1643.5	2239.5	0.358000010251999	51900	0.0124273427197953	0.776805613527605	0.210767043752599	744.063907	2742.331104	43.871836	1580	2013	0.377000004053116	17300							1810.5	2461.5	0.395000010728836	28100							2016.5	2474	0.367000013589859	45100	0.0185051849683481	0.77553125677643	0.205963558255222	600.970435	2262.882622	53.995324	1917	2341	-461	-436.5	-0.00607784224855283	0.00127435675117582	0.00480348549737691
3233	0.356000006198883	47150	0.0598169199744617	0.463725520182274	0.476457559843264	708.893331	689.950074	88.998096	1074	1726	0.358000010251999	50100	0.054517356619232	0.400655075722529	0.544827567658239	766.328415	563.542279	76.681508	1567	2100.5	0.368000000715256	51200	0.0568065557207031	0.399082237751404	0.544111206527893	844.678169	619.535216	88.18649	1477	2100	0.368000000715256	16700							1519	2404.5	0.389999985694885	26900							1730	2441.5	0.391000002622604	43300	0.067142981818626	0.588274085369012	0.344582932812362	511.798592	873.745679	99.725437	1612	2513.5	-341.5	-253	-0.010336426097923	-0.189191847617608	0.199528273715531
3234	0.319999992847443	46500	0.0728794689925366	0.641894999201897	0.285225531805566	616.324156	1387.026579	157.480212	970	1280	0.331999987363815	49700	0.0367557635417128	0.677653985958589	0.285590250499698	716.648737	1700.477773	92.233441	1518.5	1736	0.333000004291534	49800	0.0436064670409442	0.629152333301758	0.327241199657297	848.511921	1631.344878	113.068303	1256	1674.5	0.261000007390976	16700							1519	1127.5	0.298000007867813	26800							1703.5	989.5	0.300999999046326	42600	0.0554184925683679	0.659790718686178	0.284790788745454	564.018411	1306.692939	109.754428	1491	1001.5	685	-447.5	-0.0118120255274237	-0.0306383853844192	0.0424504109118429
3235	0.326999992132187	44400	0.00639812858483478	0.411022878638478	0.582578992776687	792.908675	559.415307	8.708058	695.5	1394.5	0.32600000500679	45000	0.00352808271548478	0.458273063218827	0.538198854065689	647.42355	551.27723	4.244089	746	1617.5	0.321999996900558	46500	0.00252222327827992	0.461763916269113	0.535713860452607	640.076576	551.720402	3.013579	741.5	1483.5	0.321000009775162	17800							2032.5	1971.5	0.331999987363815	26700							1672.5	1734.5	0.310999989509583	41300	0.00668508185607975	0.424377303156875	0.568937614987046	793.20694	591.662448	9.320272	1247	1306.5	-251	-931	-0.00416285857779983	0.0373866131122381	-0.0332237545344383
3236	0.301999986171722	45400	0.0139068834766131	0.411554528281187	0.5745385882422	1788.207406	1280.931987	43.284111	829	945.5	0.305999994277954	44300	0.0131714142226892	0.38765489775957	0.59917368801774	1726.913608	1117.282904	37.962105	662.5	1114.5	0.298000007867813	45600	0.0140048649755435	0.404291507475857	0.5817036275486	1577.52384	1096.399371	37.979836	627	903.5	0.319000005722046	18300							2228	1938.5	0.345999985933304	26700							1672.5	1985	0.312000006437302	42800	0.0109503111545907	0.474875132167834	0.514174556677575	1829.897362	1690.034523	38.971095	1521.5	1340	-1081.5	-968.45	0.00305455382095282	-0.0705836246919774	0.0675290708710247
3237	0.30799999833107	47600	0.0227494345113976	0.566287547386741	0.410963018101862	1111.975878	1532.25002	61.554985	1129	1068.5	0.32600000500679	48700	0.0196255105637396	0.592221412201177	0.388153077235084	1080.63588	1648.771437	54.638317	1356.5	1617.5	0.324000000953674	49600	0.0177259116411038	0.587511544877995	0.394762543480902	1216.917126	1811.095993	54.642888	1215.5	1520	0.284999996423721	17800							2032.5	1480	0.319999992847443	26950							1741.5	1491	0.324999988079071	43900	0.023079777357148	0.636100185759344	0.340820036883508	924.565683	1725.592216	62.610081	1722	1687.5	29	-526	-0.00535386571604411	-0.0485886408813492	0.0539425065973934
3238	0.305000007152557	48100	0.00417761693365575	0.511200709297967	0.484621673768377	1206.826621	1273.014927	10.403289	1181	1010.5	0.307000011205673	50300	0.00478822331304183	0.444465901082854	0.550745875604105	1260.907691	1017.584512	10.96242	1597	1146.5	0.314000010490417	50600	0.00220142477488831	0.448621275205442	0.54917730001967	1564.591613	1278.110156	6.271801	1379	1301.5	0.277999997138977	17300							1810.5	1383	0.308999985456467	28100							2016.5	1240.5	0.305999994277954	44800	0.00399044334659916	0.586785233508872	0.409224323144529	1137.98137	1631.74725	11.096726	1877.5	1145	61	-637.5	-0.00178901857171085	-0.13816395830343	0.139952976875141
3251	0.337000012397766	44500	0.0547638427877459	0.470242633676865	0.474993523535389	2510.055439	2484.94984	289.394012	707	1529	0.349000006914139	45100	0.0485740334254024	0.467487337895312	0.483938628679286	2581.99275	2494.218989	259.160552	766.5	2005	0.342999994754791	46800	0.0462008471574975	0.458445695319059	0.495353457523443	2757.197319	2551.764246	257.159509	770.5	1831.5	0.342999994754791	16100							1212	2212	0.34799998998642	25700							1391	2012	0.344999998807907	41100	0.0611942629023635	0.42794196134397	0.510863775753667	2597.620567	2175.9829	311.158245	1207.5	2075	-180.5	-620.5	-0.014993415744866	0.0305037339750899	-0.0155103182302241
3252	0.33899998664856	46450	0.201359913694777	0.311289075780057	0.487351010525166	103.316227	65.991887	42.687398	965	1557	0.307000011205673	46100	0.18598293149725	0.284876128467069	0.529140940035681	96.987425	52.215582	34.089227	933	1146.5	0.363999992609024	45950	0.149378256912451	0.297562378712348	0.553059364375201	109.784683	59.067423	29.652232	663.5	2057.5	0.31700000166893	14800							575	1906	0.330000013113022	22100							559	1696.5	0.32600000500679	40800	0.228665572677406	0.350322127256493	0.421012300066101	93.694757	77.962916	50.888692	1148.5	1717	361	104.5	-0.079287315764955	-0.052759748544145	0.1320470643091
3253	0.310999989509583	46200	0.13484089236417	0.354815446816593	0.510343660819236	290.831664	202.200154	76.84234	922.5	1127.5	0.354000002145767	46700	0.120256171449247	0.322277272222027	0.557466556328726	261.621098	151.245905	56.436662	1050.5	2052.5	0.32600000500679	50650	0.0966957131755618	0.305042213039219	0.598262073785219	305.629889	155.834745	49.398251	1388.5	1562	0.293000012636185	16000							1161.5	1589.5	0.344999998807907	25050							1227	1967.5	0.319000005722046	40700	0.123264171961697	0.40457607284531	0.472159755192994	262.260882	224.721562	68.467018	1133	1522.5	-405.5	161.5	-0.0265684587861351	-0.0995338598060906	0.126102318592226
3254	0.296999990940094	44500	0.0804998223679793	0.601237951450415	0.318262226181606	952.159048	1798.749925	240.834846	707	833	0.305000007152557	46600	0.0786114943622306	0.575454273748424	0.345934231889346	999.96665	1663.42336	227.236467	1027	1087	0.307000011205673	47200	0.0703543233043156	0.579569454488581	0.350076222207103	1121.293316	1856.359599	225.344732	832	1140	0.273000001907349	15300							798	1306	0.317999988794327	25200							1259.5	1456.5	0.308999985456467	41600	0.0754800649252926	0.630609551683882	0.293910383390825	857.726633	1840.324936	220.275518	1305.5	1236.5	-316.5	-427.5	-0.00512574162097705	-0.0510400971953009	0.0561658388162778
3255	0.337000012397766	47500	0.0354652954478418	0.375179388700713	0.589355315851445	500.826286	318.82244	30.137935	1118	1529	0.316000014543533	47200	0.0244266806569675	0.396040006817787	0.579533312525245	544.016672	371.768735	22.929694	1123	1385	0.321999996900558	47050	0.0223469414946946	0.451149099193198	0.526503959312108	549.758652	471.075509	23.333964	810.5	1483.5	0.289000004529953	16100							1212	1546	0.33899998664856	27700							1929	1862.5	0.340000003576279	45000	0.0442291996695626	0.497698797448806	0.458072002881631	396.127537	430.395653	38.248144	1902.5	1997	-379	-968.45	-0.0218822581748679	-0.0465496982556088	0.0684319564304768
3256	0.30799999833107	44300	0.055758893058554	0.750154061146062	0.194087045795384	183.765907	710.262454	52.793753	684	1068.5	0.316000014543533	45000	0.0382562698480715	0.765174383811079	0.19656934634085	185.48287	722.018684	36.098623	746	1385	0.307000011205673	45900	0.0222097946082749	0.807775935024782	0.170014270366943	190.643763	905.791282	24.904726	656.5	1140	0.638000011444092	15100							698.5	2915	0.337999999523163	25100							1239	1844	0.319999992847443	41700	0.0375821026568731	0.71024350835362	0.252174388989507	286.859011	807.931968	42.751228	1325	1547	-704	-582.5	-0.0153723080485982	0.0975324266711618	-0.0821601186225637
3271	0.349000006914139	47100	0.0174703483042252	0.312175602385715	0.670354049310059	3287.591725	1530.990867	85.679161	1066	1670	0.354999989271164	47400	0.0157037984205988	0.307647302175899	0.676648899403503	3404.99457	1548.125467	79.023772	1154.5	2062.5	0.375999987125397	47700	0.0144388080220078	0.320903630451618	0.664657561526374	3609.050669	1742.487454	78.401861	906	2154	0.312000006437302	18400							2259.5	1841.5	0.326999992132187	27600							1904.5	1632	0.32600000500679	43700	0.0218233057540896	0.305761317209915	0.672415377035996	3340.379098	1518.940149	108.412325	1689	1717	522	-968.45	-0.00738449773208178	0.0151423132417033	-0.0077578155096214
3272	0.351000010967255	45300	0.227538219618998	0.403208274319504	0.369253506061497	297.300125	324.638408	183.199726	814	1684.5	0.34400001168251	45500	0.189328276609101	0.422018002867604	0.388653720523295	323.267673	351.018839	157.476201	828.5	1939	0.352999985218048	46500	0.163732129459531	0.450089266475125	0.386178604065344	346.476928	403.817158	146.8994	741.5	1940.5	0.24099999666214	15900							1116.5	857	0.305000007152557	23550							862.5	1140	0.314999997615814	41400	0.254205251578115	0.389033945143362	0.356760803278523	309.581897	337.587161	220.588538	1271	1430	800.5	-121	-0.0904731221185836	0.0610553213317623	0.0294178007868212
3273	0.340999990701675	47500	0.0875752183586819	0.454664425890397	0.457760355750921	1111.084074	1103.569578	212.564127	1118	1580.5	0.33899998664856	47400	0.075787669187233	0.481783006549465	0.442429324263302	1082.267908	1178.534645	185.391333	1154.5	1861	0.342999994754791	49100	0.0672498416805975	0.487047453699942	0.44570270461946	1153.937159	1260.979907	174.11178	1121	1831.5	0.294999986886978	15900							1116.5	1616.5	0.317999988794327	26000							1471.5	1456.5	0.340000003576279	43300	0.12066464235171	0.438907118758115	0.440428238890175	1006.188441	1002.713338	275.66663	1612	1997	375	-350.5	-0.0534148006711125	0.0481403349418276	0.00527446572928475
3274	0.308999985456467	46100	0.0881287526117581	0.563210589670308	0.348660657717934	927.072867	1497.5514	234.330354	911.5	1090	0.312000006437302	45300	0.0822339652885755	0.61574604509292	0.302019989618505	766.909142	1563.543101	208.813926	792.5	1288.5	0.331999987363815	45400	0.0567548641377106	0.657524955632759	0.285720180229531	808.71035	1861.076934	160.640547	603.5	1657.5	0.277999997138977	15800							1063	1383	0.317999988794327	24400							1066	1456.5	0.328000009059906	40600	0.123768770212073	0.547546604898966	0.328684624888961	738.435601	1230.139397	278.06371	1116.5	1771.5	201	-462.5	-0.0670139060743621	0.109978350733792	-0.0429644446594301
3275	0.331000000238419	47100	0.0647583322017235	0.621089597957706	0.314152069840571	524.234626	1036.430138	108.064098	1066	1441.5	0.358000010251999	47000	0.0618402266679505	0.64204715953829	0.29611261379376	508.26432	1102.045802	106.146038	1095	2100.5	0.377000004053116	47200	0.0483527343131181	0.683758659100005	0.267888606586877	503.845037	1286.013658	90.941849	832	2162	0.284999996423721	16200							1262	1480	0.326999992132187	25600							1367.5	1632	0.342000007629395	41400	0.0832372723157284	0.63602924953701	0.280733478147262	477.220913	1081.190819	141.495654	1271	2031	530	-535.5	-0.0348845380026103	0.0477294095629952	-0.012844871560385
3276	0.349000006914139	46700	0.0656778372278191	0.619655569329589	0.314666593442592	564.976022	1112.576123	117.922919	999	1670	0.30799999833107	47550	0.0743131431581868	0.562597762103803	0.36308909473801	578.994124	897.137378	118.502246	1177	1174.5	0.312000006437302	47800	0.0633663001631291	0.640938781497384	0.295694918339487	543.044379	1177.085506	116.372352	926	1249.5	0.259999990463257	16700							1519	1111	0.303999990224838	26100							1503	1117.5	0.314000010490417	42700	0.0873842837395281	0.609931540381038	0.302684175879434	466.620673	940.275999	134.712405	1505.5	1402.5	132	-577	-0.024017983576399	0.0310072411163462	-0.00698925753994711
3291	0.354999989271164	47500	0.033522853591002	0.271474934529306	0.695002211879692	1559.189674	609.035349	75.206217	1118	1716	0.335999995470047	48450	0.0308995343802402	0.27635837867603	0.69274208694373	1560.078688	622.368447	69.5868	1320.5	1810	0.33500000834465	48200	0.0256765953931045	0.271906310171875	0.70241709443502	1507.017536	583.367889	55.088465	993.5	1707	0.331999987363815	17100							1714.5	2107	0.379999995231628	27400							1849	2369.5	0.352999985218048	43600	0.036678942292514	0.343644956463983	0.619676101243504	1558.007229	864.001896	92.219237	1665.5	2198	-662.5	-855.5	-0.0110023468994095	-0.0717386462921072	0.0827409931915165
3292	0.335999995470047	41200	0.115878457602645	0.495160744707112	0.388960797690243	729.40155	928.553769	217.301916	383	1514	0.319999992847443	41200	0.111940879179437	0.518588532618818	0.369470588201745	677.620352	951.10722	205.302994	385	1483.5	0.321999996900558	42800	0.091672245658246	0.559547584902724	0.34878016943903	691.011204	1108.588401	181.623138	353	1483.5	0.280000001192093	15200							748	1416	0.324000000953674	23100							760.5	1578	0.30799999833107	37000	0.146272434273051	0.504000479813269	0.34972708591368	646.378076	931.511666	270.345931	568.5	1203	-94.5	-407.5	-0.0546001886148046	0.055547105089455	-0.000946916474650283
3293	0.291000008583069	45300	0.0949033244298878	0.263003464736942	0.642093210833171	1677.054455	686.926952	247.873736	814	696.5	0.28999999165535	46100	0.0836458664944267	0.273386648005295	0.642967485500278	1519.461894	646.067808	197.672059	933	671.5	0.294999986886978	47800	0.0754670068302639	0.259602201893638	0.664930791276098	1677.035615	654.748049	190.336889	926	828.5	0.284000009298325	15700							1010	1470.5	0.284999996423721	25500							1341.5	689.5	0.28999999165535	41100	0.110228139036973	0.274105823059186	0.615666037903841	1592.799099	709.143401	285.172918	1207.5	713	139	-415.5	-0.0347611322067089	-0.0145036211655479	0.0492647533722568
3294	0.261000007390976	43800	0.139298809338412	0.090126060076723	0.770575130584865	632.081746	73.927947	114.263011	629	199	0.28600001335144	44100	0.1036062796652	0.091175980258099	0.805217740076701	669.962465	75.860828	86.203166	633	583	0.310999989509583	42700	0.101856865508985	0.0907200755755932	0.807423058915422	698.732822	78.507907	88.145532	345	1223.5	0.279000014066696	15200							748	1401	0.300999999046326	23850							940.5	1057.5	0.287000000476837	39900	0.173914800849905	0.147970153076162	0.678115046073933	470.592277	102.687017	120.691854	999.5	640.5	166	-595.5	-0.0720579353409206	-0.057250077500569	0.12930801284149
3295	0.287000000476837	42700	0.16909846082796	0.275219509644296	0.555682029527744	386.380763	191.367578	117.578739	512.5	606	0.308999985456467	43000	0.140088923253392	0.300438145530199	0.559472931216408	394.872017	212.047107	98.873766	536.5	1202.5	0.319999992847443	43700	0.129469043349354	0.295501624677558	0.575029331973088	385.200117	197.950355	86.728603	433	1444	0.252000004053116	16700							1519	1016	0.287000000476837	24400							1066	732	0.28600001335144	39500	0.135736152271693	0.370620950139995	0.493642897588312	456.062042	342.405711	125.402608	927	616	712	-633	-0.00626710892233925	-0.0751193254624364	0.0813864343847755
3296	0.307000011205673	47000	0.0219615723231982	0.405682045994072	0.57235638168273	1466.287416	1039.29387	56.262109	1049.5	1049.5	0.29899999499321	47300	0.0207218916753399	0.43895591967044	0.54032218865422	1399.714476	1137.123309	53.680438	1141	936	0.314999997615814	48000	0.0187933601071539	0.427978107552574	0.553228532340272	1493.745642	1155.563019	50.743044	965	1331	0.284999996423721	17500							1894	1480	0.301999986171722	28000							1990	1077	0.305000007152557	42500	0.0267401442458097	0.405728890605737	0.567530965148453	1336.243006	955.282488	62.959262	1473.5	1117.5	254	-968.45	-0.00794678413865573	0.0222492169468365	-0.0143024328081807
3297	0.324000000953674	46550	0.077333568355294	0.401423942188359	0.521242489456347	521.075499	401.295338	77.308793	975.5	1345.5	0.30799999833107	47700	0.0742061257596949	0.347815751432487	0.577978122807818	587.153985	353.337603	75.384207	1201	1174.5	0.319000005722046	48200	0.0660425061050059	0.396523921996714	0.53743357189828	604.946484	446.335631	74.338828	993.5	1421	0.307000011205673	14800							575	1779	0.305000007152557	25350							1294.5	1140	0.32600000500679	42100	0.0788887215143853	0.584992022829229	0.336119255656386	374.607151	651.977509	87.922006	1406	1717	281	-301	-0.0128462154093794	-0.188468100832515	0.201314316241894
3298	0.331000000238419	45450	0.0685796395791861	0.258564495786734	0.67285586463408	988.023114	379.676706	100.702502	836.5	1441.5	0.319999992847443	46950	0.0566429718401782	0.271002298237177	0.672354729922645	1030.852154	415.49987	86.844826	1085.5	1483.5	0.337000012397766	48000	0.0557733426230725	0.250772051081544	0.693454606295384	1103.220467	398.954534	88.730095	965	1744	0.287999987602234	16400							1370	1527	0.305000007152557	26800							1703.5	1140	0.312000006437302	43100	0.070456578709461	0.274428870817558	0.655114550472981	998.786036	418.393583	107.417927	1579	1340	604	-738.5	-0.0146832360863885	-0.0236568197360145	0.0383400558224029
3311	0.342999994754791	44800	0.273680732633095	0.0921333493795989	0.634185917987306	223.07461	32.407864	96.267074	741.5	1604.5	0.361000001430511	45200	0.229386092799522	0.124641886804192	0.645972020396286	241.436224	46.585712	85.734537	781.5	2135.5	0.398999989032745	45900	0.248809997350051	0.15853306261725	0.592656940032699	203.043691	54.313273	85.242063	656.5	2306.5	0.368000000715256	14400							419	2404.5	0.40200001001358	20150							277	2516	0.375999987125397	37800	0.299491919732719	0.139797526356423	0.560710553910858	244.388471	60.931444	130.535036	666	2404	-209.5	379.5	-0.0506819223826677	0.0187355362608271	0.0319463861218406
