"Gemeindenr"	"gini_steink.2001"	"median_steink.2001"	"primary.2001"	"secondary.2001"	"tertiary.2001"	"tert.2001"	"sek.2001"	"prim.2001"	"rank_median.2001"	"rank_gini.2001"	"gini_steink.2005"	"median_steink.2005"	"primary.2005"	"secondary.2005"	"tertiary.2005"	"tert.2005"	"sek.2005"	"prim.2005"	"rank_median.2005"	"rank_gini.2005"	"gini_steink.2008"	"median_steink.2008"	"primary.2008"	"secondary.2008"	"tertiary.2008"	"tert.2008"	"sek.2008"	"prim.2008"	"rank_median.2008"	"rank_gini.2008"	"gini_steink.1971"	"median_steink.1971"	"primary.1971"	"secondary.1971"	"tertiary.1971"	"tert.1971"	"sek.1971"	"prim.1971"	"rank_median.1971"	"rank_gini.1971"	"gini_steink.1981"	"median_steink.1981"	"primary.1981"	"secondary.1981"	"tertiary.1981"	"tert.1981"	"sek.1981"	"prim.1981"	"rank_median.1981"	"rank_gini.1981"	"gini_steink.1995"	"median_steink.1995"	"primary.1995"	"secondary.1995"	"tertiary.1995"	"tert.1995"	"sek.1995"	"prim.1995"	"rank_median.1995"	"rank_gini.1995"	"diff_gini"	"diff_median"	"diff_primary"	"diff_secondary"	"diff_tertiary"
1618	0.316000014543533	43200	0.0394676048986082	0.768238649962515	0.192293745138877	41.027281	163.909351	8.420703	567	1210.5	0.307000011205673	43200	0.0641178310397756	0.680293291384172	0.255588877576052	31.591539	84.086257	7.925153	554	1146.5	0.308999985456467	45600	0.0519704550731672	0.592110226425703	0.35591931850113	48.179199	80.151301	7.035007	627	1183.5	0.381000012159348	16900							1617	2488	0.28999999165535	26200							1534	793.5	0.323000013828278	41150	0.0499850224022175	0.740417281426561	0.209597696171222	49.640499	175.358241	11.838305	1216	1630.5	390	-907	0.00198543267094968	-0.148307055000858	0.146321622329909
1619	0.319999992847443	46700	0.036099041973793	0.625705546535014	0.338195411491193	752.784777	1392.749855	80.352389	999	1280	0.303999990224838	45700	0.0293865485187431	0.621324244955674	0.349289206525583	739.674327	1315.750914	62.230596	865	1061.5	0.314000010490417	47600	0.0307353042398332	0.596200854867413	0.373063840892754	791.630102	1265.120046	65.219379	888.5	1301.5	0.34799998998642	18000							2121.5	2253.5	0.33899998664856	27900							1970	1862.5	0.321999996900558	43650	0.0342268361256428	0.594683536445047	0.37108962742931	784.424648	1257.066728	72.350106	1678.5	1600	-561	-968.45	-0.00349153188580962	0.00151731842236547	0.00197421346344395
1620	0.319999992847443	46300	0.0248863616350817	0.584165262318402	0.390948376046516	562.627239	840.692298	35.814818	940	1280	0.312999993562698	47900	0.0199605399196867	0.537281823625061	0.442757636455253	614.004628	745.088281	27.680751	1232.5	1314.5	0.33899998664856	48900	0.0186886063337695	0.579290606212193	0.402020787454038	609.461767	878.202042	28.331846	1097	1775.5	0.363000005483627	19100							2459	2369.5	0.360000014305115	28000							1990	2162.5	0.331999987363815	44700	0.0311366823065777	0.642113169424113	0.326750148269309	375.785908	738.47581	35.809399	1860	1846	-387	-893	-0.0124480759728083	-0.0628225632119206	0.0752706391847288
1621	0.312000006437302	45900							889	1142.5	0.328000009059906	45850							891.5	1660	0.342999994754791	44150							470	1831.5	0.165000006556511	15750							1034.5	125.5	0.291999995708466	19950							242	836.5	0.321000009775162	40150							1045	1571	968.125	228			
1622	0.323000013828278	46600	0.0294580351119327	0.500604114666695	0.469937850221372	864.038446	920.422139	54.162215	983	1329	0.310999989509583	46300	0.0229216785650584	0.468881099313967	0.508197222120975	863.104428	796.331297	38.929379	976.5	1262.5	0.324000000953674	47900	0.0234459722331835	0.45498410973309	0.521569918033727	980.840888	855.622617	44.091439	945	1520	0.314999997615814	18100							2158	1881.5	0.314999997615814	27550							1886.5	1394.5	0.351999998092651	42900	0.0467098913814816	0.600584767952428	0.352705340666091	778.936341	1326.368636	103.15702	1540.5	2184	125.5	-941.5	-0.0232639191482981	-0.145600658219338	0.168864577367636
1623	0.27700001001358	45500	0.174321209241871	0.484595025257627	0.341083765500502	108.300218	153.867619	55.350113	844.5	417	0.282999992370605	46100	0.162245327814535	0.389531496508036	0.448223175677429	97.094146	84.380349	35.145598	933	515	0.284999996423721	46950	0.192208925987579	0.422223317352259	0.385567756660161	77.910255	85.317109	38.838949	787.5	607	0.27700001001358	17550							1919	1364.5	0.273999989032745	26900							1730	488	0.289000004529953	41400	0.140905118536462	0.533492049558267	0.325602831905272	120.667111	197.710026	52.218875	1271	687	119	-942.5	0.0513038074511174	-0.111268732206007	0.0599649247548898
1624	0.238999992609024	42700	0.437951029175723	0.125740362009989	0.436308608814289	36.82331	10.612159	36.961926	512.5	54	0.25900000333786	46550	0.422189414593195	0.11387501632055	0.463935569086256	35.024961	8.59703	31.873322	1018	140	0.261999994516373	47200	0.342148042956982	0.219523715969412	0.438328241073606	34.729056	17.393019	27.108631	832	207	0.335999995470047	14800							575	2143	0.310000002384186	21800							502.5	1266.5	0.284000009298325	40000	0.42514318855585	0.209647769238956	0.365209042205195	35.177581	20.193644	40.950544	1017.5	569	-1059.5	329.5	-0.0829951455988678	0.00987594673045641	0.0731191988684115
1625	0.284999996423721	48650	0.0723401339784474	0.424355244893629	0.503304621127924	51.935493	43.788787	7.464705	1253	567.5	0.33500000834465	49000	0.130749656934624	0.496198581442527	0.373051761622849	26.871735	35.74227	9.418184	1414.5	1793	0.328000009059906	48300	0.0861252896837944	0.470457750367888	0.443416959948318	28.371969	30.10217	5.510714	1009	1596	0.218999996781349	17500							1894	579.5	0.250999987125397	27350							1837.5	210	0.294999986886978	43900	0.0823275382374086	0.510381526552197	0.407290935210394	39.177647	49.094015	7.919153	1722	837	968.125	-828.5	0.00379775144638575	-0.0399237761843094	0.0361260247379237
1626	0.241999998688698	42800	0.177181283597129	0.522845332189782	0.29997338421309	30.407825	53	17.960585	525	62.5	0.252000004053116	42250	0.391905659070851	0.350741840665291	0.257352500263858	9.982669	13.605229	15.201968	473	89.5	0.257999986410141	45500	0.460328251554181	0.0622229464973195	0.477448801948499	15.34639	2	14.796093	616	156	0.189999997615814	16650							1496	272	0.279000014066696	25100							1239	579.5	0.275999993085861	38400	0.131875654477167	0.742360896188956	0.125763449333877	17.375946	102.567343	18.220431	758	391	-423.5	-623	0.0893623928696148	-0.19258043837034	0.229508509897519
1627	0.319000005722046	46200	0.0297963030662884	0.678300958318595	0.291902738615116	412.027448	957.437447	42.058169	922.5	1262.5	0.317999988794327	46700	0.0198771276087705	0.698231813998367	0.281891058392863	404.953597	1003.052336	28.554699	1050.5	1440.5	0.314000010490417	46550	0.0185350206308394	0.722325388968826	0.259139590400334	427.441841	1191.450884	30.572879	747	1301.5	0.319999992847443	18100							2158	1957.5	0.328999996185303	27550							1886.5	1676	0.324999988079071	42500	0.0402769846456227	0.672205425929098	0.287517589425279	442.31895	1034.125247	61.962378	1473.5	1687.5	-374.5	-968.45	-0.0217419640147833	0.0501199630397282	-0.028377999024945
1628	0.296000003814697	48950	0.287451959702095	0.230500702973465	0.482047337324439	18.71484	8.94888	11.159936	1294	808.5	0.296000003814697	52100	0.323387570140479	0.32553560127686	0.351076828582661	10.040521	9.310062	9.24863	1861.5	860	0.335999995470047	52900	0.31976838621387	0.216494362454612	0.463737251331518	14.206574	6.632297	9.796093	1716.5	1726.5	0.218999996781349	15000							652	579.5	0.303000003099442	24300							1047	1098.5	0.301999986171722	44900	0.359338405100255	0.276494207416436	0.364167387483309	17.434549	13.237187	17.203361	1889.5	1030.5	628	669.5	-0.0395700188863851	-0.0599998449618238	0.0995698638482088
1629	0.324000000953674	48700	0.242157150091696	0.399694839379882	0.358148010528422	17.232053	19.231051	11.65123	1259	1345.5	0.347000002861023	47500	0.357555644292797	0.330601098597189	0.311843257110013	7.173719	7.605229	8.225298	1168.5	1980	0.40599998831749	44700	0.414068068337777	0.191526639306192	0.39440529235603	10.296356	5	10.809673	522.5	2339	0.225999996066093	15600							959.5	648.5	0.296999990940094	23900							949.5	957.5	0.360000014305115	41850	0.393629074068898	0.397284848558014	0.209086077373088	9.56033	18.165601	17.998443	1353	2275.5	968.125	-427	0.0204389942688794	-0.19258043837034	0.185319214982942
